id;code;name
rub1331;1331;INDEMNITES POUR CHARGES HOSPIT 
rub1332;1332;INDEMNITE POUR FRAIS DE SERVIC 
rub1333;1333;INDEMNITE D ECLAIRAGE 
rub1334;1334;INDEMNITE DE CONTENTIEUX 
rub1335;1335;INDEMNITE DE FEU 
rub1336;1336;ALLOCATION DE DOCUMENTATION 
rub1338;1338;PRIME D'ANCIENNETE CONVENTION 
rub1340;1340;PRIME DE TRI 
rub1341;1341;PRIME DE C.C.P. 
rub1342;1342;PRIME DE SUJETION SPECIALE 
rub1345;1345;ALLOCATION DE DOCUMENTATION 
rub1355;1355;PRIME DE QUALIFICATION CIVILE 
rub1356;1356;PRIME DE PROGRAMME 
rub1357;1357;PRIME DE QUALIFICATION MILITAI 
rub1358;1358;INDEMNITE DE RESIDENCE 
rub1359;1359;INDEMNITE COMPENSATRICE DU SUD 
rub1360;1360;INDEMNITE DE SECTEUR SCOLAIRE 
rub1361;1361;INDEMNITE DE FONCTION 
rub1362;1362;INDEMNITE DE POSTE 
rub1363;1363;INDEMNITE DE FONCTION -ETRANGE 
rub1364;1364;INDEMNITE DE FONCTION DE CHEF 
rub1369;1369;INDEMNITE DE CHEF DE BUREAU 
rub1370;1370;INDEMNITE POUR HUISSIER 
rub1371;1371;INDEMNITE PROFESSIONNELLE 
rub1372;1372;INDEMNITE D'ENCADREMENT 
rub1373;1373;INDEMNITE POUR CHARGES ADMINIS 
rub1374;1374;INDEMNITE DE CHARGES 
rub1376;1376;INDEMNITE FORFAITAIRE D EAU EL 
rub1377;1377;INDEMNITE FORFAITAIRE DE TELEP 
rub1378;1378;INDEMNITE FORFAITAIRE 
rub1379;1379;INDEMNITE PARTICULIERE 
rub1380;1380;INDEMNITE COMPLEMENTAIRE D'ENS 
rub1381;1381;INDEMNITE DU CONSERVATEUR CHAR 
rub1382;1382;INDEMNITE POUR ENTRETIEN ET NO 
rub1383;1383;INDEMNITE D'ISOLEMENT 
rub1384;1384;INDEMNITE DE FONCTION IMPOSABL 
rub1385;1385;INDEMNITE D'IMPRIMERIE 
rub1386;1386;INDEMNITE DE RESTITUTION SUR L 
rub1387;1387;INDEMNITE D'ARCHIVES DES BLOCS 
rub1388;1388;INDEMNITE DE STANDARISTE 
rub1389;1389;PRIME DE LANGUE ETRANGERE 
rub1390;1390;INDEMNITE DE SERVICE AERIEN OU 
rub1391;1391;INDEMNITE POUR HEURE ET DEMIE 
rub1392;1392;ALLOCATION D'ENCADREMENT 
rub1393;1393;ALLOCATION D'ENCADREMENT JUDIC 
rub1394;1394;INDEM. COMPLEMENTAIRE DE SOLDE 
rub1395;1395;INDEMNITE POUR SERVICES TERRES 
rub1396;1396;ALL. COMPLEMENTAIRE SCE ECONOM 
rub1397;1397;ALL. COMPLEMENTAIRE D'INSPECTI 
rub1398;1398;PRIME D'ANCIENNETE 
rub1399;1399;CODE POUR INDEMNITE IMPOSABLE 
rub1400;1400;CHARGES DE FAMILLE CONVENTION 
rub1401;1401;INDEMNITE FAMILIALE POUR SALAI 
rub1402;1402;INDEMNITE FAMILIALE MAROCAINE 
rub1403;1403;PRIME A LA NAISSANCE 
rub1404;1404;INDEMNITE DE LOGEMENT 
rub1405;1405;INDEMNITE 10 % AUX CONVENTIONN 
rub1406;1406;INDEMNITE COMPENSATRICE DE REM 
rub1407;1407;INDEMNITE DE FONCTION 
rub1408;1408;INDEMNITE FORFAITAIRE 
rub1409;1409;SUPPLEMENT FAMILIAL CONVENTION 
rub1410;1410;INDEMNITE DE REPRESENTATION 
rub1411;1411;I.R.L DE LA GARDE ROYALE 
rub1412;1412;INDEMNITE POUR BICYCLETTE A MO 
rub1413;1413;INDEMNITE POUR ENTRETIEN DE BI 
rub1414;1414;INDEMNITE POUR ENTRETIEN DE MO 
rub1415;1415;DIFFERENCE I.R.L. NON IMPOSABL 
rub1416;1416;INDEMNITE POUR LOGEMENT DE MON 
rub1417;1417;COMPENSATION PART PATRONALE R. 
rub1418;1418;INDEMNITE DE RAVITAILLEMENT 
rub1419;1419;INDEMNITE DE CHAUSSURES 
rub1420;1420;INDEMNITE DE LOGEMENT ET DIVER 
rub1421;1421;INDEMNITE SCOLARITE POUR O.N.P 
rub1422;1422;INDEMNITE DE FONCTION -ETRANGE 
rub1423;1423;DIFFERENCE D'IMPOT  (COEFF. 1, 
rub1424;1424;COMPENSATION PART PATRONALE  R 
rub1425;1425;INDEMNITE POUR FONCTIONS DE CA 
rub1426;1426;COMPENSATRICE NON IMPOSABLE 
rub1427;1427;INDEMNITE FONCTION CAISSIER C. 
rub1428;1428;INDEMNITE DE REGIE C.C 
rub1429;1429;INDEMNITE DE TRANSPORT 
rub1430;1430;INDEMNITE DE CAISSE 
rub1436;1436;PRIME DE RESPONSABILITE HAUTS 
rub1438;1438;INDEMNITE AUX AGENTS CONDUCTEU 
rub1440;1440;INDEMNITE COMPENSATRICE FAMILI 
rub1441;1441;INDEMNITE COMPENS. FAMILIALE E 
rub1442;1442;INDEMNITE COMPENSATRICE FAMILI 
rub1443;1443;PRIME ANNUELLE IMPRIMERIE OFFI 
rub1444;1444;INDEMNITE DE REPRESENTATION ET 
rub1452;1452;INDEMNITE DE FRAIS DE TOURNEES 
rub1460;1460;INDEMNITE D'HABILLEMENT 
rub1461;1461;INDEMNITE D'ENTRETIEN D'HABILL 
rub1462;1462;INDEMNITE FORF  D' AUTOMOBILE 
rub1463;1463;INDEMNITE POUR CHARGES MILITAI 
rub1464;1464;COMPENSATRICE SUR LE BRUT 
rub1470;1470;INDEMNITE JOURNALIERE DIPLOMAT 
rub1477;1477;IDEM. FRAIS. REPRESENTATION 
rub1478;1478;INDEMNITE D'AUTOMOBILE 
rub1480;1480;INDMNITE PROVISOIRE 
rub1490;1490;INDEMNITE DE DEPART VOLONTAIRE 
rub1491;1491;IDEM. REPRESENTATVE DES FRAIS. 
rub1499;1499;CODE POUR INDMNITE IMPOSABLE 
rub1601;1601;COMPLEMENT A LA BASE IMPOSABLE 
rub1602;1602;VALEUR COMPENSATRICE IMPOSABLE 
rub1611;1611;AVANTAGE EN NATURE A AJOUTER A 
rub1621;1621;PENSION IMPOSABLE A AJOUTER A 
rub1622;1622;TRAITEMENT SOUMIS A IMPOT 
rub1623;1623;TRAITEMENT SOUMIS A IMPOT 
rub1631;1631;COTISATION PENSION A DEDUIRE D 
rub1643;1643;VALEUR IMP. PRIME ANNUELLE IMP 
rub1664;1664;COMPENSATRICE SUR LE NET 
rub1703;1703;MONTANT IRL SOUMIS A LA CMR 
rub1722;1722;ELEMENT COMPTANT POUR LA CMR 
rub1731;1731;DEDUCTION FISCALE DE LA COTISA 
rub1741;1741;INTERETS DE PRETS LOGEMENT 
rub1750;1750;VALEUR RACHAT IMPOSABLE 
rub1751;1751;INTERETS DES PRETS POUR CONSTR 
rub1761;1761;DEDUCTION FISCALE RECORE 
rub1763;1763;VALEUR CH. MILITAIRE IMPOSABLE 
rub1823;1823;BASE DE CALCUL DE 4823 
rub1825;1825;BASE DE CALCUL DE 4825 
rub1826;1826;BASE DE CALCUL DE 4826 
rub1838;1838;BASE DE CALCUL DE 4838 
rub1856;1856;BASE DE CALCUL 4856 
rub2205;2205;MAJORATION INDEMNITE DE SUJETI 
rub2222;2222;PRIME D ANCIENNETE 
rub2261;2261;PRIME DE RISQUE POUR LA FCT MO 
rub2263;2263;PRIME DE RISQUE 
rub2303;2303;IRL DES INSTITUTEURS NON SOUMI 
rub2358;2358;INDEMN DE RESID COMPLEMENTAIRE 
rub2378;2378;INDEMNITE FORFAITAIRE NON SOUM 
rub2838;2838;BASE DE CALCUL DE 4838 
rub4506;4506;PRET A.O.S ARTISANAT 
rub4510;4510;PRET A.O.S I.G.F.A 
rub4512;4512;FOND O.S - MEN AIN CH 
rub4514;4514;FONDAT. O.S ECOLE HASSANIA-T.P 
rub4515;4515;MAMDA 
rub4516;4516;APA CONS. FONS. CADA. CART. 
rub4517;4517;A.OS DROIT HOM 
rub4518;4518;A.OS M. FINANCE 
rub4519;4519;MCMCA AGRICULTURE 
rub4520;4520;ASSOC. O.S F.A ZONE NORD-PRET- 
rub4521;4521;FOND. O.S ENSEIGNEMENT ASS. AU 
rub4522;4522;SYNDICAT NLE ENSEIG ASS. AUTO 
rub4523;4523;ASSOCIATION PERSONNEL TOURISME 
rub4524;4524;PENS. ALIM C.H.U IBN ROCHD 
rub4525;4525;OPP. JUR C.H.U IBN ROCHD 
rub4526;4526;AOS M.AFF ETR.COP. 
rub4527;4527;WAFA BANK - IMMOBILIE 
rub4528;4528;WAFA BANK - CONSOMMAT 
rub4529;4529;A.O.S MINISTERE DE LA COMMUNIC 
rub4530;4530;PRET ATLANTA CIE D ASSURANCE 
rub4531;4531;LOYER CIFM 
rub4536;4536;BCP CR IMMOBILIER 
rub4538;4538;VENTE LOG IGFA 
rub4539;4539;ALEM 
rub4540;4540;PRET AVANCE FOND M6 
rub4541;4541;ASSURANCES C.Q.RISK 
rub4542;4542;AVANCES AID AL ADHA 
rub4543;4543;WAFA ASSURANCE AUTO SANTE 
rub4544;4544;WAFA ASSURANCE AUTO JUSTICE 
rub4545;4545;BCM-CREDIT IMMOBILIER 
rub4546;4546;BCM-CREDIT A LA CONSOMMATION 
rub4547;4547;ASSURANCE DECES INVALIDITE CNR 
rub4548;4548;PRETS SOCIAUX AOS MCI 
rub4549;4549;ASS.AICH(ASSAUTO) HC PLAN 
rub4550;4550;AOS DE LA PREFECTRURE DE RABAT 
rub4551;4551;AOS DE LA C.U DES TAOURGAS 
rub4552;4552;PRETS SOC. AOS ENVIRONNEMENT 
rub4553;4553;SGMB-IMMOBILIER 
rub4554;4554;SGMB-CREDITS PARTICULIERS 
rub4555;4555;AXA ASSURANCE (RET. COMP. FUTU 
rub4556;4556;COTISATION SYNDICS D'IMMB. FRA 
rub4557;4557;PRET A.O.S. AMENAG. TERR. 
rub4558;4558;ASSURANCE CNIA-PARLEMENT 
rub4560;4560;CDM CREDIT PARTICULIERS 
rub4561;4561;CMR ATTAKMILI 
rub4563;4563;AXA-ASSURANCE AUTO 
rub4573;4573;CAM CREDIT AGRICOLE 
rub4589;4589;ASSURANCES AUTO 
rub4624;4624;PRET LOGEMENT 
rub4641;4641;D. ASSAFAA CR IMMOB 
rub4701;4701;AVIS À TIERS DÉTENTEURS (FIXE) 
rub4702;4702;AVIS À TIERS DÉTENTEURS (TOTAL 
rub4703;4703;OPPOSITION JURIDIQUE PENSION A 
rub4704;4704;OPPOSITION JURIDIQUE SAISIE AR 
rub4705;4705;CESS. CREANCE ETAB. CREDIT (TO 
rub4788;4788;VENTE LOGEMENTS DOMANIAUX (ARR 
rub4801;4801;ASSURANCE MALADIE OBLIGATOIRE 
rub4802;4802;MUTUELLE GENER. CAISSE COMPL.D 
rub4803;4803;MUTUELLE OMFAM CAISSE ALLOC. D 
rub4804;4804;MUTUELLE M.G.E.N. CAISSE RETRA 
rub4805;4805;MUTUELLE F.A. CADIPFA 
rub4806;4806;MUTUELLE SURETE NAT. CAISSE CA 
rub4810;4810;ASSURANCE MALADIE OBLIGATOIRE 
rub4812;4812;Compensatrice CMR 
rub4813;4813;RETENUE REGIME COMPLEMENTAIRE 
rub4814;4814;CAISSE MAROCAINE DE RETRAITE 
rub4815;4815;REGIME COLLECTIF D'ALLOCATION 
rub4816;4816;RETENUE PART PATR  REGIME  COM 
rub4817;4817;RETENUE PART PATRONALE R.C.A.R 
rub4820;4820;VALIDATION SERVICES ANTERIEURS 
rub4821;4821;RUBRIQUE EN COURS DE REDRESSEM 
rub4822;4822;VALIDATION REGIME COMPLEMENTAI 
rub4823;4823;FONDATION MOHAMMED VI O.S M.E. 
rub4825;4825;ASSUR. DES PERSONNELS DES FAR 
rub4826;4826;ASSUR. DES PERSONNELS DES FAR 
rub4827;4827;REGIME PENSION DEPUTES COTISAT 
rub4831;4831;PRELEVEMENT SUR TRAITEMENT ET 
rub4832;4832;IMPOT GENERAL SUR LES REVENUS 
rub4834;4834;CONTRIBUTION SOCIALE DE SOLIDA 
rub4835;4835;VENTE DE LOGEMENTS DE LA PREFE 
rub4836;4836;PRETS LOGEMENTS A.O.S. PECHES 
rub4837;4837;PRET LOGEMENT INRA 
rub4838;4838;ASSURANCE DES PERSONNELS DE LA 
rub4839;4839;FRATERNELLE DE LA GENDARMERIE 
rub4841;4841;MUTUELLE O.M.F.A.M.   SECTEUR 
rub4842;4842;MUTUELLE GENERALE     SECTEUR 
rub4844;4844;MUTUELLE SURETE SECTEUR MUTUAL 
rub4845;4845;MUTUELLE P.T.T. SECTEUR MUTUAL 
rub4846;4846;MUTUELLE DOUANE SECTEUR MUTUAL 
rub4847;4847;MUTUELLE F.A.R. SECTEUR COMMUN 
rub4848;4848;MUTUELLE F.A.R. SECTEUR MUTUAL 
rub4849;4849;MUTUELLE FORCES AUXIL. SECTEUR 
rub4850;4850;RACHAT C.M.R. 
rub4851;4851;VILLAS DOMANIALES RABAT PREFEC 
rub4852;4852;VILLAS DOMANIALES CASABLANCA 
rub4853;4853;VILLAS DOMANIALES MARRAKECH 
rub4854;4854;VERSEMENT RETROACTIF C.M.R. 
rub4855;4855;LOGEMENT DOMANIAUX BENI MELLAL 
rub4856;4856;OEUVRES SOCIALES DES F.A.R. 
rub4857;4857;VILLAS DOMANIALES AUTRES CIRCO 
rub4858;4858;LOYER COLLECTIVITES ETHNIQUES- 
rub4859;4859;LOYER INSTITUT PASTEUR 
rub4860;4860;LOYER  DU CENTRE AUTONOME JERR 
rub4861;4861;LOYER ET CHARGES DOMANIAUX 
rub4862;4862;LOYER ET CHARGES MUNICIPALITE 
rub4863;4863;LOYER IMMEUBLES DE LA C.I.F.M. 
rub4864;4864;LOYER DE LA MUNICIPALITE DE CA 
rub4865;4865;LOYER DE LA MUNICIPALITE DE SE 
rub4866;4866;LOYER DE LA MUNICIPALITE D'ESS 
rub4867;4867;LOYER DE LA MUNICIPALITE D'OUJ 
rub4868;4868;LOYER DE LA MUNICIPALITE DE SA 
rub4869;4869;LOYER DE LA MUNICIPALITE D'AGA 
rub4870;4870;RACHAT CMR 1-6-1997 
rub4871;4871;MUTUELLE O.M.F.A.M.   SECTEUR 
rub4872;4872;MUTUELLE GENERALE     SECTEUR 
rub4873;4873;ASSURANCE MALADIE OBLIGATOIRE 
rub4874;4874;MUTUELLE SURETE       SECTEUR 
rub4875;4875;MUTUELLE P.T.T. SECTEUR COMMUN 
rub4876;4876;MUTUELLE DOUANES      SECTEUR 
rub4877;4877;MUTUELLE EDUCATION    SECTEUR 
rub4878;4878;MUTUELLE EDUCATION SECTEUR COM 
rub4879;4879;MUTUELLE FORCES AUXILIAIRES SE 
rub4880;4880;LOYER COMMUNE URBAINE CASABLAN 
rub4881;4881;LOYER DE LA MARINE ROYALE 
rub4883;4883;LOYER OFFICE CHERIFIEN DES PHO 
rub4884;4884;LOYER AGENCE DE LOGT ET EQUIP 
rub4885;4885;LOYER COOPERATIVE DES TRAVAUX 
rub4886;4886;PRECOMPTES DIVERS O.C.P 
rub4887;4887;LOYER IMPRIMERIE OFFICIELLE 
rub4888;4888;VENTE LOGEMENTS DOMANIAUX 
rub4889;4889;LOYER MUNICIPALITE DE SAFI 
rub4890;4890;LOYER CAISSE MAROCAINE DES RET 
rub4891;4891;LOYER MUNICIPALITE DE KENITRA 
rub4892;4892;LOYER MUNICIPALITE D'EL JADIDA 
rub4893;4893;LOYER MUNICIPALITE DE FES 
rub4894;4894;LOYER MUNICIPALITE DE MEKNES 
rub4895;4895;LOYER DES P.T.T. 
rub4896;4896;LOYER MUNICIPALITE DE RABAT 
rub4897;4897;LOYER DES DOMAINES ROYAUX 
rub4898;4898;OEUVRES SOCIALES DES FORCES AU 
rub4902;4902;AVIS À TIERS DÉTENTEURS (FIXE) 
rub4903;4903;OPPOSITION JURIDIQUE PENSION A 
rub4904;4904;OPPOSITION JURIDIQUE SAISIE AR 
rub4905;4905;TROP PERCU 
rub4906;4906;O.S.F TRANSPORT -DROIT D'ADH 
rub4907;4907;ASSUR.-VIE F.O.S TRAVAUX PUBLI 
rub4908;4908;OEUVRES SOCIALES FINANCES PRÊT 
rub4909;4909;CREDIT H.B.M -B.C.P 
rub4910;4910;ASSUR VIE COMMERCE ET INDUSTRI 
rub4911;4911;PRÊT O.N.T 
rub4912;4912;ASSUR.-VIE GENDARMERIE ROYALE 
rub4913;4913;ASSUR .-VIE MALADIE -INTERIEUR 
rub4914;4914;OEUVRES SOCIALES FINANCES PRÊT 
rub4915;4915;FRATERNELLE S.N -PRETS- 
rub4916;4916;ASSURANCE VIE DGSN 
rub4917;4917;FONDS HASSAN II OEUVRES SOCIAL 
rub4918;4918;COMITE OEUVRES SOCIALES O.N.P 
rub4919;4919;ASSUR .-VIE AGRICULTURE 
rub4920;4920;ASSUR. -VIE EDUC. NLE LYAZIDI 
rub4921;4921;COMITE OEUVRES SOCIALES O.N.P 
rub4922;4922;AVANCES M.G.P.A.P.M 
rub4923;4923;PRECOMPTE A..M.I.F 
rub4924;4924;CREDIT SALAF EL HANAA 
rub4925;4925;FRAIS DE TRANSPORT O.N.P.T 
rub4926;4926;CREDIT IMMOBILIER HOTELIER REG 
rub4927;4927;ASSURANCES GROUPE DECES DOUANE 
rub4928;4928;AGENCE DE LOGEMENT ET EQUIPEME 
rub4929;4929;SOCIETE DE CREDIT EQDOM 
rub4930;4930;SECURITE SOCIALE FRANCAISE 
rub4931;4931;CREDIT IMMOBILIER HOTELIER H.B 
rub4932;4932;ASSUR.DECES MTERE AFFAIRES AD 
rub4933;4933;PRETS DIR. GLE SERVICES SOC. F 
rub4934;4934;FPRETS OFFICE DES CHANGES 
rub4935;4935;FRATERNELLE S.N -HABITAT- 
rub4936;4936;PRETS GENDARMERIE ROYALE 
rub4937;4937;ASSURANCE-VIE GASUP M.C.M.A 
rub4938;4938;COTISATIONS C.N.R.A RECORE 
rub4939;4939;PRETS A.O.S.M.F JUSTICE 
rub4940;4940;SOCIETE CREDOR 
rub4941;4941;SOCIETE SOREC CREDIT 
rub4942;4942;A.O.S. TRANS. MIN. PECHES ET M 
rub4943;4943;WAFASALAF 
rub4944;4944;SOCIETE CREDIVET 
rub4945;4945;PRIME D'ASSURANCE O.N.T 
rub4946;4946;CESSIONS DE CREANCES T.G.R 
rub4947;4947;PRETS DES OEUVRES SOCIALES T.G 
rub4948;4948;SOCIETE TASLIF 
rub4949;4949;ASSURANCE GROUPE DECES LYAZIDI 
rub4950;4950;SALAF AL MOUSTAKBAL 
rub4951;4951;SOCIETE DIAC MAROC 
rub4952;4952;UNION DE REDIT 
rub4953;4953;PRÊT U.M.F 
rub4954;4954;CREDIT SOFAC 
rub4955;4955;CREDIT SOMAFIC 
rub4956;4956;ASSOCIAION DES OEUVRES SOCIAL 
rub4957;4957;CREDIT FNAC 
rub4958;4958;CONTRIBUTION AU FONDS DE SOLID 
rub4959;4959;LOYER DES OEUVRES SOCIALES DES 
rub4960;4960;STE POUR LE DEVELOPPEMENT ACHA 
rub4961;4961;SOCITE WAFA IMMOBILIER 
rub4962;4962;SOCIETE ATTIJARI CETELEM 
rub4963;4963;SOCITE DE CREDIT SOGECREDIT 
rub4964;4964;AVANCE POUR SALA AL JADIDA 
rub4965;4965;PRETS DES OEUVRES SOCIALES HAB 
rub4966;4966;A.O.S DU P.A.C MTERE DE LA S 
rub4967;4967;ASSURANCE -VIE WAFA 
rub4968;4968;CREDITS DIVERS MAROCAINS 
rub4969;4969;A.O.S DU MINISTERE DE L'ENERGI 
rub4970;4970;PRÊT DE L'A.O.S DU H.C AUX ANC 
rub4971;4971;ASSALAF CHAABI DU SUD 
rub4972;4972;ASSALAF CHAABI DU CENTRE NORT 
rub4973;4973;SOCIETE ASSALAF CHAABI DU CENT 
rub4974;4974;SOCIETE ASSALAF CHAABI DU NORT 
rub4975;4975;ASSALAF CHAABI DU TANSFT 
rub4976;4976;SOCIETE ASSALAF CHAABI DE L'OR 
rub4977;4977;PRÊT DE L'A.O.S DE LA JEUNESSE 
rub4978;4978;CREDIT SAFACRED 
rub4979;4979;PRÊT DE L'A.O.S DE L'ARTISANAT 
rub4980;4980;CESSIONS DE CREANCES T.G.R 
rub4981;4981;F.O.S DU MINISTERE DU TOURISME 
rub4982;4982;ASSOCIATION DES OEUVRES SOCIAL 
rub4983;4983;WAFA ASSURANCE SANTE 
rub4984;4984;B.M.C.I SALAF 
rub4985;4985;SOCIETE SALAF 
rub4986;4986;DAR SALAF 
rub4987;4987;SAFA CREDIT 
rub4988;4988;SOCIETE CREDICOM 
rub4989;4989;DIAC EQUIPEMENT 
rub4990;4990;CESSION DE CREANCE ETABLISSEME 
rub4991;4991;SALAFIN 
rub4992;4992;A.O.S PRET PECHES MARITIMES 
rub4993;4993;FRATERN. GENDAR. ROYALE TRANSP 
rub4994;4994;MUTUELLE CENTRALE MAROCAINE D 
rub4995;4995;CREDIT AVANCE T.G.R 
rub4996;4996;A.O.S CHU ENFANT RABAT 
rub4998;4998;T.G.R. - SEGMA
rub4101;4101;INCONNU
rub4102;4102;INCONNU
